tid,election,violence,date
739769241851826176,yes,malpractice,2016-06-06
731726142672003073,no,no,unknown
725714454168498177,no,no,unknown
738478855455805440,no,no,unknown
732754983981056000,yes,no,unknown
728234722929737728,yes,no,unknown
726815901404647424,no,no,unknown
741109415235964928,no,no,unknown
727319168232517633,yes,malpractice,2016-05-03
733856735920672768,no,no,unknown
730581188457291776,no,no,unknown
721007132229787648,no,no,unknown
725869228104912896,no,no,unknown
724662896047722496,no,no,unknown
721998718895935488,yes,no,unknown
732324355468713984,no,no,unknown
720936222986604545,no,no,unknown
724223907612352517,yes,no,unknown
731710754143932416,yes,malpractice,2016-05-15
734453383944364033,yes,malpractice,unknown
740844643672281089,yes,violence,2016-06-09
730224756193005568,no,no,unknown
739095649132511233,no,no,unknown
730843092396412928,yes,no,unknown
727306780565446662,no,no,unknown
726897027875926016,yes,no,unknown
734387798195605504,yes,no,unknown
719917127575015424,no,no,unknown
719090767659208705,yes,no,unknown
723830163121811457,yes,no,unknown
738928526343036929,yes,violence,2016-06-04
727137189994319872,yes,no,unknown
738933777674555392,yes,no,unknown
739029928406974467,no,no,unknown
727299210496847872,yes,no,unknown
732355101625442307,no,no,unknown
723492882376720384,yes,no,unknown
720058094647009280,yes,no,unknown
721266842078056448,yes,no,unknown
739692970551607296,no,no,unknown
726652483796242432,no,no,unknown
725920743691706368,no,no,unknown
719908516937338880,yes,no,unknown
739481620420255744,no,no,unknown
722507560683708416,yes,violence,2016-04-19
721934715968573440,yes,no,unknown
727590636770099200,yes,violence,2016-05-04
734420967762612224,no,no,unknown
737206118141841408,no,no,unknown
740942578665717761,yes,no,unknown
725690275406864384,yes,no,unknown
736794654440460288,no,no,unknown
734940348414230528,yes,no,unknown
720554812798951424,no,no,unknown
739237724650151940,no,no,unknown
725958081482387457,no,no,unknown
728569984964661248,no,no,unknown
721642606887710722,yes,no,unknown
735516170715992064,no,no,unknown
730212122467012608,yes,no,unknown
727714447096221698,yes,no,unknown
739586680668213248,yes,violence,2016-06-06
731067344961703936,no,no,unknown
734677640276119552,yes,no,unknown
738422832296656896,no,no,unknown
727047023979962368,yes,no,unknown
721627988123656192,yes,no,unknown
728182433019920385,yes,no,unknown
730016398328606721,yes,no,unknown
729297864547966976,yes,no,unknown
735329423377989632,no,no,unknown
739566639172210688,yes,violence,2016-06-05
734142133339226112,yes,no,unknown
738238061050494976,yes,no,unknown
738899069246922752,yes,no,unknown
736926431603744768,no,no,unknown
721281365694492673,no,no,unknown
730804877002055681,yes,violence,2016-05-13
726427254532636677,yes,violence,unknown
719970222363525120,yes,malpractice,unknown
735279946029924352,yes,no,unknown
724808140609359872,no,no,unknown
725932582693543936,yes,no,unknown
738253398567444480,no,no,unknown
727168378788413440,no,no,unknown
723189072173264898,no,no,unknown
739094655527096321,yes,no,unknown
739404044536418304,no,no,unknown
730857010569326592,no,no,unknown
731452492408479747,no,no,unknown
735358550755659776,no,no,unknown
725847157790494722,yes,no,unknown
727319910997626880,yes,no,unknown
727044971866542080,no,no,unknown
720451391001665536,no,no,unknown
725978208793944064,no,no,unknown
730955540071751680,yes,no,unknown
733705309794009089,yes,no,unknown
719119248392474624,yes,no,unknown
741197003124670464,no,no,unknown
729865517452795905,yes,no,unknown
737590739371098113,no,no,unknown
727326309756477440,yes,no,unknown
739014110306799616,no,no,unknown
735001842975838208,no,no,unknown
737221826749698048,yes,no,unknown
720392740874297344,yes,no,unknown
728249424720187392,yes,no,unknown
719294935170752512,no,no,unknown
719812309661528064,no,no,unknown
731400433046949889,yes,violence,2016-05-14
728529496127606784,no,no,unknown
718699360616210432,yes,no,unknown
719362375334305792,yes,no,unknown
737340184346271744,no,no,unknown
721653735038910464,no,no,unknown
719873814436384768,no,no,unknown
720917779000340480,yes,no,unknown
732802044030013441,no,no,unknown
733483927445217281,no,no,unknown
740036847481413632,no,no,unknown
720503941256126464,no,no,unknown
719047879235616769,yes,no,unknown
736744444607631360,no,no,unknown
722239146190737408,no,no,unknown
730787255225176065,yes,malpractice,unknown
739580143065288704,yes,violence,unknown
734772595879489536,no,no,unknown
724797193475874816,yes,no,unknown
729143265765654528,no,no,unknown
726321754298146817,no,no,unknown
732503060983865344,no,no,unknown
726004052794834944,no,no,unknown
736586292863983618,no,no,unknown
721743197462863872,yes,no,unknown
737987063765565441,no,no,unknown
723553766889259008,no,no,unknown
739399109287641089,no,no,unknown
720703498132717568,no,no,unknown
720898947259060224,yes,no,unknown
736159041261473793,no,no,unknown
724597762696716288,no,no,unknown
735641851235991553,no,no,unknown
732316125577523200,no,no,unknown
732896247808430080,no,no,unknown
734043356712570880,no,no,unknown
738673528120172544,yes,violence,unknown
731859526710788097,no,no,unknown
727798533877727232,no,no,unknown
739108293012901890,yes,no,unknown
735295222788313088,no,no,unknown
731304767855591425,yes,malpractice,2016-05-14
740059939545178112,no,no,unknown
719116141025566720,yes,no,unknown
730590018486439937,no,no,unknown
720016624745459712,no,no,unknown
729854967981477888,yes,no,unknown
734983211420397569,no,no,unknown
729898938015191040,yes,no,unknown
740072834186121216,no,no,unknown
719419893284601857,yes,no,unknown
726781320706187265,yes,violence,2016-04-29
728240561925197824,no,no,unknown
724224121505095680,yes,no,unknown
739670450259656704,yes,no,unknown
725550654039580672,no,no,unknown
728376587561762818,no,no,unknown
721316314472587265,yes,no,unknown
727111059673214977,yes,violence,2016-05-02
733154587180310528,no,no,unknown
739013760031956992,no,no,unknown
719865506488922112,yes,no,unknown
720640830831067136,yes,no,unknown
740893459150577664,no,no,unknown
719711350339952640,yes,no,unknown
738942516263714816,no,no,unknown
724450710415273984,no,no,unknown
728408857068769281,no,no,unknown
735023253102731264,no,no,unknown
726797952262377472,no,no,unknown
736210462044393473,yes,no,unknown
721950260260696066,no,no,unknown
732606340355346432,yes,no,unknown
729633338810458112,yes,no,unknown
734207327864131586,no,no,unknown
735470624299200512,yes,no,unknown
732554515098927104,no,no,unknown
732360271113682944,yes,violence,2016-05-17
737172917323108352,yes,violence,unknown
731372874326364160,no,no,unknown
738142493082976256,yes,violence,unknown
740051709100097536,no,no,unknown
723568988035395585,no,no,unknown
719815102224936960,no,no,unknown
732586224322367490,yes,no,unknown
731192049270173696,yes,no,unknown
733725022041341952,no,no,unknown
721595664073826304,no,no,unknown
720687253270458369,no,no,unknown
732135884984717312,no,no,unknown
737353890140540928,yes,malpractice,2016-05-31
739268034657976320,no,no,unknown
739108286897627136,no,no,unknown
739506410656960514,no,no,unknown
735125946810781696,no,no,unknown
735857138770186243,no,no,unknown
728167103375675392,yes,malpractice,2016-05-05
740906422456684544,no,no,unknown
739797746589138944,yes,no,unknown
738367730521251840,no,no,unknown
730017460456460288,yes,no,unknown
732360266214719490,yes,violence,unknown
733837919119511552,no,no,unknown
740919153951805440,yes,no,unknown
719079069870985216,yes,violence,unknown
720990265427632128,yes,no,unknown
730348669656948736,yes,no,unknown
737191470533222400,yes,no,unknown
730684643956002817,no,no,unknown
738169694314631172,yes,no,unknown
731191075570909184,yes,no,unknown
728549808458350593,yes,no,unknown
733100788998774786,yes,no,unknown
731087676460273664,yes,no,unknown
722539714205470722,yes,no,unknown
729412554150301697,yes,no,unknown
734418391637729280,no,no,unknown
732835038958620673,yes,no,unknown
725201834743197696,yes,no,unknown
733119689560231936,no,no,unknown
719122338730676224,no,no,unknown
737674445637066752,no,no,unknown
729934881786986497,yes,no,unknown
732280389088231424,no,no,unknown
728544671887065088,no,no,unknown
724896401344307200,no,no,unknown
726699659960274945,no,no,unknown
720790248817491969,yes,no,unknown
737926368416169984,no,no,unknown
719910977060347908,yes,no,unknown
738224829057273859,yes,no,unknown
735857152473063424,yes,no,unknown
737302019061342209,yes,no,unknown
737147426390216704,yes,malpractice,unknown
729545790746599424,yes,no,unknown
737223230398828545,no,no,unknown
739523931053404160,no,no,unknown
739905518076989441,yes,no,unknown
734022964597772288,yes,no,unknown
721139952025800704,no,no,unknown
733083509640716288,no,no,unknown
721512783351783424,yes,no,unknown
719110473975615489,yes,no,unknown
732118124154224640,no,no,unknown
731978694764470272,no,no,unknown
719454225550303233,yes,no,unknown
726397715454660608,no,no,unknown
740837667814969350,no,no,unknown
729121499752194048,yes,no,unknown
731960090253770753,no,no,unknown
733273820870627328,no,no,unknown
719428493847568384,no,no,unknown
740017340998258688,yes,no,unknown
741164437550292992,no,no,unknown
725493431175237632,no,no,unknown
732922478431862785,no,no,unknown
737230114518228992,no,no,unknown
720281730918187012,no,no,unknown
729477877050134528,yes,no,unknown
737354429767155712,no,no,unknown
733084660817907712,no,no,unknown
720429826335711232,no,no,unknown
732131455808110592,yes,no,unknown
737291515375030272,no,no,unknown
739498215242752000,no,no,unknown
738209319863324672,yes,violence,2016-06-02
735451345226866688,no,no,unknown
739512883172675584,no,no,unknown
719259310262345728,no,no,unknown
740010528089604097,no,no,unknown
726364158157942784,no,no,unknown
720553236231376897,yes,no,unknown
721260114267676673,yes,no,unknown
735023025918074880,no,no,unknown
725146071501012992,yes,no,unknown
721750154559299585,yes,no,unknown
724627294795509760,no,no,unknown
719465384462561280,yes,no,unknown
719481407282810880,yes,no,unknown
727507490196180992,no,no,unknown
741281961855963137,no,no,unknown
737560916581961730,yes,no,unknown
724695934597095425,no,no,unknown
732541998083760129,yes,no,unknown
733190877523238912,no,no,unknown
721263533841756160,no,no,unknown
726512859392397312,yes,violence,2016-05-01
741249834460585984,no,no,unknown
728047297347477504,yes,no,unknown
722701853419565057,yes,no,unknown
741164541975875585,no,no,unknown
737853121624301568,no,no,unknown
739793607566069761,yes,no,unknown
738558124353671170,no,no,unknown
719529997229277184,yes,malpractice,unknown
727377194989711360,yes,no,unknown
725336778111094784,no,no,unknown
728059512901373953,yes,no,unknown
730369455784484864,yes,no,unknown
729618823108648960,yes,no,unknown
731356367584288768,no,no,unknown
735384142590926850,yes,no,unknown
721650731191697408,no,no,unknown
719814895454130176,yes,no,unknown
740092211241623552,no,no,unknown
719089856656191489,yes,no,unknown
737848700257505285,no,no,unknown
728146484034568193,yes,malpractice,2016-05-05
720236963425624064,no,no,unknown
732324357083516928,no,no,unknown
735045869393711105,no,no,unknown
732419282932359169,yes,no,unknown
728240432165965824,yes,no,unknown
736510467825229825,no,no,unknown
722742005491630081,no,no,unknown
737468877236535296,no,no,unknown
738469030059773953,no,no,unknown
719031287508570113,yes,no,unknown
735684418853953538,no,no,unknown
721164483754725376,yes,no,unknown
730290328331132929,yes,no,unknown
719525882415693824,no,no,unknown
730922225637961729,yes,malpractice,unknown
730293901840375809,no,no,unknown
719509207716929537,no,no,unknown
725079293957537792,no,no,unknown
721987432678182913,yes,no,unknown
721649769307725824,no,no,unknown
730975451712262144,no,no,unknown
723722197559177218,yes,no,unknown
734577734622547970,no,no,unknown
725378628847042560,no,no,unknown
731847107590508544,no,no,unknown
736877945361305600,no,no,unknown
728592737495228420,yes,violence,2016-05-06
741290018669527040,no,no,unknown
729905311566290948,yes,no,unknown
740376630439215104,yes,no,unknown
736428507878678528,no,no,unknown
736126719422169090,no,no,unknown
718622904636870656,no,no,unknown
723625611101626372,no,no,unknown
735340564120535041,no,no,unknown
725666638054363136,no,no,unknown
738360307479945216,no,no,unknown
728552890617339904,no,no,unknown
726528150411288576,yes,violence,unknown
720438342911832064,yes,no,unknown
733701346617004032,no,no,unknown
729412583514497024,no,no,unknown
